ts	phase	decision	why	evidence	result
2026-07-30T16:05:00Z	scope	admitted direct anonymous literals with exact Int Bool and String fields plus unchanged local aliases	this is the smallest useful family whose runtime origin and carrier can be proven before syntax	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlAnonymousStructurePlan.hx	dedicated iterator key-value FileStat method Dynamic conversion and reassigned-local paths remain unowned
2026-07-30T16:07:00Z	representation	selected one mutable HxAnon table in an Obj.t carrier for each admitted value	copying the carrier must preserve reference identity so writes through one alias remain visible through another	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlRepresentationRegistry.hx	representation and field carriers validate against the current program revision
2026-07-30T16:09:00Z	operations	recorded create source-ordered initialization read and write as exact typed-expression operations	the syntax builder must not guess field boxing mutation or evaluation order	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlAnonymousStructureModel.hx	receiver is bound before the right-hand side and each input is evaluated once
2026-07-30T16:11:00Z	hard-cut	bound the validated anonymous plan into function and standalone expression construction	admitted expressions must consume the recorded decision while unowned shapes keep the existing compatibility path	packages/reflaxe.ocaml/src/reflaxe/ocaml/ast/OcamlBuilder.hx	anon_struct_basic compiled and ran with shared aliases and distinct Bool boxing
2026-07-30T16:12:00Z	validation	preserved malformed runtime facts during copying instead of repairing them before validation	corrupted decision or report data must fail closed rather than become plausible evidence	test/reflaxe_ocaml_anonymous_structure_plan/src/AnonymousStructurePlanFixture.hx	focused planner runtime and syntax-order fixture passes
2026-07-30T16:13:00Z	verification	ran the planner corruption fixture and the native portable behavior fixture	the two checks cover decision integrity and observable OCaml behavior without a broad suite	reflaxe_ocaml_anonymous_structure_plan; test/portable/fixtures/anon_struct_basic	both focused gates pass
2026-07-30T18:05:00Z	report	included anonymous-object facts from functions and class-field initializers in one deterministic report	class-field initializers select the same HxAnon behavior even though they are emitted outside ordinary function plans	OcamlFunctionPlanRegistry.hx; OcamlLoweringReportWriter.hx	report schema 44 owns each shape operation representation and runtime requirement
2026-07-30T18:08:00Z	inspection	reused the pure anonymous-object contract when reading the public report	the inspector should reject altered evidence without needing a live compiler request or parsing generated OCaml text	ReflaxeOcamlAnonymousStructureInspection.hx; anon_struct_basic/test.sh	valid reports expose the complete inventory and a reordered read schedule fails with invalid-read
2026-07-30T18:11:00Z	oracle	compared the same Haxe fixture through stock JavaScript stock Neko and native OCaml	the target plan must preserve user-visible aliasing mutation and output rather than only satisfy internal shapes	anon_struct_basic expected.stdout and test.sh	all three routes print the same output
2026-07-30T18:14:00Z	schema	performed hard cuts from lowering schema 43 to 44 inspection schema 24 to 25 and plan pipeline v55 to v56	the new anonymous-object evidence is required data and old readers must fail instead of silently ignoring it	compiler-generated lowering goldens; inspect and scaffold fixtures	six deterministic goldens plus public inspection and scaffold consumers pass
