ts	phase	decision	why	evidence	result
2026-07-30T04:46:59Z	start	Implement opt-in exact source-bundle hits	Repeated unchanged compiler-scale generation spends about 32 minutes in target reconstruction	Closed observation haxe_ocaml-850ii.33.7.1 and focused Oracle contract define safe identity, catalog, replay, and performance boundaries	Begin with target-neutral lookup and staged admission lifecycle; README bars unchanged
2026-07-30T04:58:14Z	framework-boundary	Pinned the lifecycle framework with a pre-preparation exact replay hook and post-build admission result.	The target must skip preparation only inside a fresh transaction and may admit new entries only after requested build work succeeds.	Reflaxe d6085df; target-reuse contract, macro-realm reset/change/error/NoMacroCache/signature/restart matrix all pass.	The consumer now uses the reviewed framework boundary; real reflaxe.ocaml target replay remains the next seam.
2026-07-30T05:04:07Z	exact-identity	Derived the target implementation revision from the complete installed reflaxe.ocaml Haxe source tree and required explicit transactional reuse opt-in.	A package version or hand-maintained digest can remain unchanged while implementation bytes change, which could authorize stale output.	130 target source files are hashed by sorted relative path and complete bytes; focused contract and macro-realm matrix pass.	Production lookup can now fail closed on real target source identity, disabled reuse, non-transactional output, and observation mode.
2026-07-30T05:15:32Z	exact-hit	Enabled opt-in exact source-bundle admission and replay in the real standalone OCaml target.	A hit must rebuild a fresh receipt and artifact manifest, publish transactionally, rerun Dune, and never execute target preparation, lowering, or printing.	Focused two-request server proof fails if the second request reaches preparation; complete source tree, native executable digest, and runtime stdout match across miss and hit.	The first production-shaped exact hit works for a small real target and build; invalidation, corruption, failure, memory, and compiler-scale qualification remain.
2026-07-30T05:18:41Z	edit-invalidation	Extended the real exact-hit proof from unchanged A to edited B and restored A.	The first rung must miss on any changed program and may reuse an older content-addressed entry only when the exact original request returns.	A misses then hits; B produces a different source-bundle revision then hits; restored A reuses the original complete tree and revision while Dune runs fresh each time.	Basic content invalidation and A-to-B-to-A retention are executable; broader configuration and failure cases remain.
2026-07-30T05:24:52Z	failure-boundaries	Qualified corruption, pre-publication failure, and post-publication failure behavior for the exact source-bundle catalog.	Cached bytes must never be trusted blindly, failed work must never be admitted, and the established source-before-Dune publication contract must remain explicit.	A corrupt first admission is quarantined and rebuilt; an injected staged-candidate failure publishes neither source nor cache; an injected post-publication failure preserves the documented public source tree but admits no entry.	Failure can replace the macro realm, so one-shot injection uses an external fixture-owned sentinel while the production catalog remains in-memory and treats realm loss as an ordinary cold miss.
2026-07-30T05:33:17Z	admission-limits	Made entry-budget rejection non-fatal and same-key output disagreement fatal.	Reuse is optional, so a source bundle above the 64 MiB entry cap must still compile; conversely, one exact semantic key producing different bytes is a correctness violation rather than an ordinary cache miss.	The candidate index is measured before generated bytes are copied, oversized candidates are reported and skipped, and catalog disagreement quarantines the entry before the request fails.	The focused candidate/report fixtures and complete macro-realm plus exact-hit server contract pass; README Goals bars remain unchanged because the route is still opt-in qualification work.
2026-07-30T05:56:19Z	false-positive-correction	Replaced the earlier post-quarantine hit guard with explicit external expected-hit and expected-miss markers, then corrected canonical revision comparison and complete stable-output replay.	The prior fixture could accept a rejected cache entry followed by a normal rebuild: stored revisions used a sha256 prefix while live revisions did not, and the guard inspected the catalog only after rejection removed the entry.	A real hit now compares canonical revisions, replays deterministic non-source reports as well as build inputs, and must satisfy explicit hit/miss expectations for source, defines, generated resources, source-map edits, corruption, and failures.	The previous exact-hit claims in this log were false positives and are superseded by this row; the strengthened full matrix passes with complete tree, manifest, executable, and runtime equality.
2026-07-30T06:48:36Z	memory	Classified unforced RSS growth as retained eval heap capacity, not retained target-reuse request graphs	The reuse-disabled control grew similarly, while public eval GC compaction made live memory track only the bounded catalog payload	scripts/ci/reflaxe-ocaml-target-reuse-exact-hit-test.sh; npm run test:reflaxe-ocaml:target-reuse-memory-gc; npm run test:reflaxe-ocaml:target-reuse-contract	Compacted live words rose from 11731370 to 11979456 with nine entries totaling 2140686 bytes; compacted RSS and the full contract passed, while the unforced raw RSS gate remains recorded as unresolved server-wide behavior
2026-07-30T06:58:40Z	observability	separate exact-reuse phase receipts from generated target output	progress and telemetry deliberately force a miss, while timing files inside generated output would change the bytes being compared	packages/reflaxe.ocaml/src/reflaxe/ocaml/reuse/OcamlTargetReuseContract.hx:69, scripts/hxhx/run-compiler-scale-reflaxe-server-proof.sh:238	bounded implementation seam selected
2026-07-30T07:28:23Z	phase-proof	Added an external redacted receipt that distinguishes an ordinary OCaml target compilation from an exact generated-tree replay.	A warm timing result is not trustworthy unless evidence proves that whole-program analysis, lowering, and printing were skipped; putting the receipt in generated output would itself invalidate exact equality.	The full exact-hit matrix now checks a compiled-miss receipt followed by an exact-hit receipt with equal program/request identity, no warm miss preparation, fresh manifest replay, bounded catalog accounting, and normal GC counters.	The target-reuse contract, compiler-scale report fixture, native-latency contract, untyped-boundary guard, shell/JavaScript syntax, and Haxe format guard pass.
2026-07-30T07:28:23Z	explanation-policy	Required beginner-readable code comments and API documentation to use explain-technical-work.	The term target reuse was unclear without prior compiler-project context, and comments should let a capable Haxe developer understand the behavior before learning local labels.	AGENTS.md now requires comments to define local labels and explain caller-visible behavior, purpose, and invariants; this slice defines target reuse as exact replay of a validated complete generated OCaml tree.	README Goals bars remain unchanged because the route is opt-in qualification work and no supported default user workflow changed.
2026-07-30T09:03:17Z	compiler-scale-run-1	Rejected the first compiler-scale result as a reuse miss, not a performance pass.	Cold and warm requests contained the same declarations and output, but their exact target request identities differed, so the warm request correctly rebuilt everything.	.artifacts/hxhx/compiler-scale-reflaxe-server/target-reuse-9d3e60f73-run1/report.json: 550 declarations, equal ProgramRevision and output; different ProgramMembershipRevision; zero exact hits; 0.983 full-loop ratio.	The exact-hit mechanism stayed fail-closed. The run exposed unstable declaration traversal order and did not advance README readiness.
2026-07-30T09:03:17Z	identity-diagnosis	Canonicalize complete target input before deriving reuse identity.	An unchanged long-lived Haxe server returned the same 550 declaration records in a different cross-module order. Callback traversal order is compiler bookkeeping and cannot safely decide target output or cache identity.	.artifacts/hxhx/compiler-scale-reflaxe-server/target-reuse-9d3e60f73-run1/order-probe-src plus order-probe-2: 350 order differences, zero content differences. Upstream Haxe 4.3.7 documents the complete declaration set but promises no callback array order.	Reflaxe now sorts modules by stable module name, keeps source-position order within a module, and uses stable identity only when positions cannot distinguish declarations.
2026-07-30T09:03:17Z	framework-regression	Prove deterministic target order without treating it as dependency order.	Target authors need reproducible input across cold and warm requests, while dependencies and inheritance must still come from typed relationships rather than array position.	/tmp/reflaxe-target-reuse-fingerprint: same-module source-order regression, same-span identity tie regression, public filterTypes contract, haxe DevEnv.hxml, SemanticLifecycleTest, server revision contract, and program revision normalization all pass.	The framework correction is locally green and awaits focused review plus a full compiler-scale rerun before any performance conclusion.
